Date	Title	Description	Code 1	Code 2
2024-10-20T13:19:00Z	SNL Brought Back Alec Baldwin To Reunite With Maya Rudolph’s Kamala Harris, But He Played A New Role Instead Of Donald Trump	This is a new look for Baldwin.		
2024-10-24T22:10:29Z	Maria Bartiromo Worried Kamala Harris Won't Certify Electors	"Fox Business host Maria Bartiromo and much of the Republican party claimed VP Mike Pence had a duty and the right to refuse to certify the election on January 6, but he refused to do so.
Any credible person understands the vice president doesn't have this aut…"		
2024-10-22T15:47:55Z	Eminem And Bruce Springsteen To Appear At Kamala Harris Rallies As Campaign Ramps Up Final Push	Kamala Harris’ campaign is lining up a series of music giants to appear or perform at campaign events in the final weeks before election day. Eminem will introduce Barack Obama at an event in Detroit this evening, according to CNN. Bruce Springsteen will perf…		
2024-10-16T10:07:14Z	Opinion: As a mom, I know what's best for my family. That’s why I’m voting Kamala Harris.	I want stability, safety, practical policymaking and a president my kids can look up to.		
2024-11-03T00:08:42Z	Kamala Harris Expected to Appear on ‘SNL’ in Bid for White House	Who needs Maya Rudolph when you can show off the real thing? U.S. Vice President and Democratic presidential candidate Kamala Harris is expected to appear on “Saturday Night Live,” according to a person familiar with the matter, the latest Oval Office hopeful…		
2024-10-13T22:26:47Z	Kamala Harris Word Salad: 'What We See Is So Hard to See That We Lose Faith or a Vision of Those Things'	"Vice President Kamala Harris was roasted for a word salad during a church service in North Carolina where she attempted to speak about having faith ""in times of crisis.""
The post Kamala Harris Word Salad: ‘What We See Is So Hard to See That We Lose Faith or a…"		
2024-11-01T04:36:20Z	Jennifer Lopez, At Kamala Harris Rally, Says Donald Trump’s Madison Square Garden Event Offended “Humanity And Anyone Of Decent Character”	Jennifer Lopez made a passionate case for Kamala Harris at a Las Vegas rally tonight, while chiding Donald Trump for bringing a parade of speakers to a Madison Square Garden event earlier this week who made racist jokes and sexist remarks. Trump “has consiste…		
2024-10-12T16:11:26Z	What We Learned From Kamala Harris’ Medical Report—and Why It’s Significant	"Harris' physician said she “remains in excellent health."""		
2024-10-11T15:53:25Z	Kamala Harris Experiencing Gender Divide Among Hispanic Voters: Poll	"Vice President Kamala Harris is experiencing a gender divide among Hispanic voters, according to a new poll from The Associated Press and the NORC Center for Public Affairs Research.
In less than a month, Harris, the Democratic presidential nominee, will face…"		
2024-10-22T16:54:41Z	Eminem to Introduce Barack Obama at Kamala Harris Rally in Detroit Tonight	The rapper will join the campaign trail at a get-out-the-vote rally in his Michigan hometown		
2024-10-28T13:05:00Z	Kamala Harris on top priorities if elected, campaign rhetoric and final push to Election Day	"""CBS Evening News"" anchor and managing editor Norah O'Donnell traveled on the campaign trail in Houston and Michigan with Vice President Kamala Harris. She spoke with the Democratic presidential nominee about what her first 100 days in office would look like …"		
2024-10-16T21:24:15Z	Kamala Harris Campaign Spokesman Says Her Fox News Appearance Is Crucial ‘Piece of the Puzzle’	In a new interview on Vanity Fair's ‘Inside the Hive’ podcast, Ian Sams tells host Brian Stelter that it signals Harris is “strong,” while Trump is “weak and withdrawn”		
2024-11-02T17:54:58Z	Jennifer Lawrence Campaigns for Kamala Harris in Las Vegas!	Jennifer Lawrence is hitting the campaign trails to support Kamala Harris! The 34-year-old Oscar-winning actress, who is currently pregnant with her second child, spent Friday (November 1) in Las Vegas, Nevada where she knocked on doors and met with local off…		
2024-10-17T10:09:56Z	Bret Baier Says Kamala Harris Caught Him Off Guard With Fox News Interview	"Fox News host Bret Baier was caught off guard by Kamala Harris and said she may have been ""icing the kicker"" by appearing later than scheduled for her interview with the network on Wednesday.
Baier also questioned whether Harris went into the interview seekin…"		
2024-10-23T20:43:05Z	Kamala Harris Asks Americans: Are You Really Going to Elect a Guy Who Has Good Things to Say About Hitler?	You'd think this would be an easy answer, and yet...		
2024-10-11T14:44:42Z	Democrats are melting down because men don't like Kamala Harris. Their solution: Accuse them of misogyny.	Democrats are panicking over recent indications that American men don't particularly like Kamala Harris and are increasingly gravitating toward President Donald Trump. Rather than do some soul-searching or find a way to engage with this disaffected demographi…		
2024-10-20T16:18:52Z	Cher Endorses Presidential Ticket of Kamala Harris and Tim Walz	“She is fighting for all of us,” Cher said of vice-president and Democratic presidential candidate Kamala Harris.		
2024-10-28T10:49:42Z	Latin Superstar Bad Bunny Backs Kamala Harris for President	Bad Bunny threw his support behind Vice President Kamala Harris on Sunday by sharing a video of the Democratic presidential nominee shortly after a comedian at Donald Trump’s Madison Square Garden rally made crude jokes about Latinos and called Puerto Rico a …		
2024-11-03T00:19:00Z	VP Hits ‘SNL’: Kamala Harris To Appear With Maya Rudolph On Last Show Before Election	Saturday Night Live viewers are going to be seeing double tonight when it comes to the Vice President of the United States. Kamala Harris will be appearing on the NBC late night show on Saturday, Deadline can confirm from campaign sources. Making an unschedul…		
2024-10-12T21:57:00Z	Kamala Harris in 'excellent health' — medical report	The White House has released a report on Democratic presidential candidate Kamala Harris' health. Harris' campaign has urged her rival, former President Donald Trump, to do the same ahead of the November 5 election.		
2024-10-11T04:25:21Z	The Complete Howard Stern Interview with Kamala Harris	It’s hard to know where to start. This election comes down to whether or not we want to reward someone who tried to subvert our democracy four years ago. Whether we want to preserve the alliances that have kept the peace since World War II. Whether women want…		
2024-10-25T15:37:10Z	Borat & Ali G Return, Take on VP Kamala Harris, Donald Trump (VIDEO)	With only days to go until the U.S. decides between Vice-President Kamala Harris and ex-reality show host, multi-impeached ex-POTUS, and convicted felon Donald Trump, it seems like everyone and their mother (and their mother's mother) has had a chance to shar…		
2024-10-25T15:47:53Z	Bruce Springsteen Performs at Kamala Harris Rally in Georgia, Slams Donald Trump as 'American Tyrant'	Bruce Springsteen is showing his support for Kamala Harris! After officially endorsing the Vice President earlier this month, the 75-year-old rock legend joined Harris, 60, on the campaign trail as she hosted a rally on Thursday (October 24) held at James R. …		
2024-10-18T13:52:28Z	Kamala Harris Targets ‘Swiftie’ Vote As Taylor Swift’s Eras Tour Returns In Miami	The Democratic National Committee’s Swiftie vote campaign includes custom Snapchat filters and billboard advertisements.		
2024-10-22T20:39:20Z	The Onion: “The Donald Trump and Kamala Harris campaigns both debuted new...	The Onion: “The Donald Trump and Kamala Harris campaigns both debuted new commercials Tuesday that attempt to win support fo		
2024-10-27T22:08:53Z	Donald Trump’s Madison Square Garden Rally Opens With Speakers Ranting About “F—ing Illegals,” Puerto Rico A “Floating Pile Of Garbage” And Kamala Harris As The “Antichrist”	Donald Trump’s rally today at Madison Square Garden was marked by an opening lineup of speakers who joked about Puerto Rico being a “floating pile of garbage,” ranted about “f—ing illegals” and declared that Kamala Harris was the “antichrist.” The extreme rhe…		
2024-10-24T16:58:59Z	Kamala Harris Goes There: Trump Is a “Fascist”	The VP’s frank description of the former president follows stark warnings from retired generals John Kelly and Mark Milley about Trump’s autocratic ambitions.		
2024-10-14T22:13:22Z	Omarosa Manigault Newman, Former Trump Staffer, Endorses Kamala Harris for President	Omarosa Manigault Newman is throwing her support behind Vice President Kamala Harris. The former director of communications for the Office of Public Liaison under Donald Trump, as well as a staffer in the Bill Clinton administration, spoke out in an interview…		
2024-10-19T23:28:26Z	Kamala Harris targets a rural Maine congressional district in her hunt for every possible electoral vote	In a presidential contest that’s expected to be tight, every electoral vote could matter. That's why the Harris campaign has cast its eyes northward to Maine, home to one of the largest, coldest and most rural congressional districts in the country.		
2024-10-31T14:59:38Z	College Trump Voter Is Sad: Everyone On Campus Is Voting For Kamala Harris	"Kamala Harris has a 31 point lead over Donald Trump in the youth vote of ages 18 to 29, and that translates when we see a college Trump supporter complaining to RSBN that her fellow students are all for Kamala Harris and the Democratic party in Green Bay WI.
…"		
2024-10-12T15:14:04Z	SF Chronicle Launches Kamala Harris AI Bot Ahead of 2024 Election	Where does Vice President Kamala Harris like to purchase her burritos? Was she tough on crime as a prosecutor? And among a given trio of Republicans, with whom would she rather be stuck in an elevator? These questions, both serious and not-so, can be answered…		
2024-10-23T18:20:24Z	Overnight Cable News Ratings for Oct. 18-21: Kamala Harris Interview Lifts Al Sharpton to Second Place on Sunday	Friday, Oct. 18 Only 30,000 total viewers separated the 4 p.m. ET shows on Fox News and MSNBC--Your World with Neil Cavuto and Deadline: White House with Nicole Wallace, respectively. (All times Eastern.) In the Adults 25-54 demo, though, Cavuto was the clear…		
2024-10-21T17:21:24Z	This Week On The Campaign Trail: Kamala Harris Headlines CNN Town Hall, Donald Trump Goes To Madison Square Garden	Kamala Harris and Donald Trump will continue their media blitz this week, as they start to offer their closing campaign messages with just 15 days remaining. Here’s a glimpse at their schedules, with additional events and media appearances expected to be adde…		
2024-10-19T04:00:00Z	Kamala Harris Dangles Weed Before Black Men	"These are desperate times for Kamala Harris, the proof of which is demonstrable in Harris's actions. The Harris campaign desperately wants to change the subject, so we have witnessed a series of unusual ploys.


	Harris released her health rep..."		
2024-11-02T13:00:00Z	Kamala Harris Art Stencils Recall Iconic Obama ‘Hope’ Posters	Brandon Litman creates art stencils of Kamala Harris to engage voters and build community. Political art stencils have been popular worldwide since the 1920s.		
2024-10-22T16:35:38Z	Why Eminem's Endorsement Of Kamala Harris Would Be A Big Deal As She Targets Michigan Voters	Eminem, a Detroit native, is a frequent critic of former President Donald Trump and previously allowed President Joe Biden to use his music in a campaign ad.		
2024-10-14T23:53:00Z	Vice President Kamala Harris agrees to Fox News interview	"Fresh off her media blitz, Vice President Kamala Harris has now agreed to sit down for an interview with Fox News on Wednesday. Sophia Cai, national politics reporter at Axios, and Gram Slattery, national political reporter for Reuters, join ""America Decides""…"		
2024-11-03T17:19:43Z	Kamala Harris mocks Donald Trump as she joins long list of politicians to cameo on 'Saturday Night Live'	During her cameo, Harris appeared to poke fun at a recent video of Trump struggling to climb into a garbage truck at a campaign event.		
2024-10-21T14:51:39Z	Arab Americans Warn Kamala Harris: Don’t Take Us For Granted	"Drew Nelles



Arab voters could swing the election in places like Michigan—and, if the 44th annual ArabCon convention was any indication, Harris has a huge mountain to climb.




The post Arab Americans Warn Kamala Harris: Don’t Take Us For Granted appeare…"		
2024-10-21T12:03:37Z	The Kamala Harris Record On Fracking And Leasing Is Clear	Kamala Harris's record on fracking and other key oil and gas issues is clear. But her campaign promises are often at odds with it.		
2024-11-02T15:36:31Z	Watch Cardi B at Kamala Harris Rally: ‘People Like Donald Trump Don’t Believe Women Deserve Rights’	"""Do we really trust this man with our economy? A man who only cares only about making himself rich and cutting taxes for his billionaire friends,"" rapper says in Milwaukee speech"		
2024-10-17T18:01:01Z	The Media Shouldn't Overlook Kamala Harris' Plagiarism	In 2009, Kamala Harris co-authored a book called Smart on Crime: A Career Prosecutor's Plan to Make Us Safer. Its purpose was to outline her criminal		
2024-10-17T23:02:38Z	Would Kamala Harris be a pro-immigrant president?	It wasn’t long ago that Democrats embraced an unequivocally pro-immigrant stance. The party once defined its immigration platform in opposition to the policies of former President Donald Trump’s first term: separating families detained at the border, a travel…		
2024-10-24T23:24:18Z	Bruce Springsteen Performs at Kamala Harris Rally in Atlanta: Watch	"Springsteen voiced his support for Harris and opposition to Trump, saying, ""Donald Trump is running to be an American tyrant.""
Bruce Springsteen Performs at Kamala Harris Rally in Atlanta: Watch
Jo Vito"		
2024-11-01T16:00:00Z	Kamala Harris Is Dressing for the Presidency	By wearing modern versions of a cravat, Harris is tapping into a historical language that evokes democratic principles and authority.		
2024-10-31T15:34:24Z	Disgraced Matt Schlapp Tries To Fit Kamala Harris In Pence's Suit	Matt's Schlapp, the disgraced CPAC leader who paid out with an insurance policy almost a half a million dollars to settle a sexual harassment lawsuit to a male staffer from the Herschel Walker campaign tells Newsmax he's worried that Kamala Harris will do wha…		
2024-10-21T18:51:01Z	Crypto ETFs Look Unlikely to Expand Beyond Bitcoin, Ether Under Kamala Harris, Experts Say	Several prospective issuers have filed to launch exchange-traded funds tracking smaller coins like Ripple's XRP or Solana (SOL), but the trajectory of those applications may lie with American voters.		
2024-10-18T12:16:34Z	Bret Baier Whines That He Was Outfoxed By Kamala Harris	"If you want to know how the interview with Kamala Harris really went all you had to see was Bret Baier's pained expression afterward, going on Hannity with his tail between his legs, sulking that she had outfoxed him.
Source: Newsweek
Fox News host Bret Baier…"		
2024-10-22T12:42:00Z	Liz Cheney back on campaign trail with Kamala Harris, Obama joining Walz in Wisconsin	With two weeks to go until Election Day, Kamala Harris and Tim Walz are getting help on the campaign trail from Liz Cheney and Barack Obama. Cheney and Harris hit Pennsylvania, Michigan and Wisconsin Monday while Obama will be with Walz in Wisconsin Tuesday. …		
2024-11-01T22:01:38Z	Reese Witherspoon Votes for Kamala Harris: ‘Protect Democracy at All Costs’	"""Top of my mind, as I considered all candidates, is protecting women’s rights to medical privacy and reproductive choice,"" Witherspoon said"		
2024-10-11T21:08:43Z	Why Kamala Harris Is Making a Play for GOP Voters	One insider says the Harris campaign is “spending a lot of time in red counties” in an effort to persuade Republicans, independents, and Never Trumpers. But that tactic comes with risks, as the Democratic base is far from guaranteed.		
2024-10-18T12:55:08Z	Dems Launch Taylor Swift Snapchat Filter to Target Young Voters for Kamala Harris	The campaign pushes users to IWillVote.com to make sure they're registered.		
2024-10-24T14:39:36Z	Kamala Harris Is Outperforming in Battleground States, Polls Suggest	"Vice President Kamala Harris is performing better in battleground states than she is nationally, according to polling.
A CNBC poll conducted between October 15 and 19 among 1,000 voters nationwide showed that nationally, former President Donald Trump held a 2…"		
2024-10-19T22:39:56Z	Watch: Kamala Harris holds rally with Usher in battleground state	"Vice President Kamala Harris is soon scheduled to take the stage in the battleground state of Georgia, where she is joined by Usher.

Harris, who has been crisscrossing the swing states as the election day nears, appeared on Saturday in Detroit, where she was…"		
2024-10-17T18:00:32Z	Trump complains to judge that Kamala Harris has used Jack Smith's evidence in ads	Donald Trump is fighting to delay yet another release of more of prosecutors' evidence in the 2020 election interference case against him.		
2024-10-18T14:49:31Z	The Sports Election: Kamala Harris and Donald Trump Battle for the Bro Vote	The candidates are courting athletes, buying airtime on game day, and hitting the podcast circuit. Trump’s got the UFC crowd, while Harris and “Coach” Walz have nabbed Magic, Billie Jean King, and the Eagles’ Thomas Booker IV, who points out how “young men co…		
2024-11-02T20:05:00Z	Muslim group's poll spells disastrous news for Kamala Harris	"A finding from a poll conducted by a Muslim civil rights group may explain why Democratic presidential candidate Kamala Harris is losing in some states with large Muslim populations.

The Center for American Islamic Relations said its poll found that Green Pa…"		
2024-10-30T19:38:23Z	New Radicals Reunite for Kamala Harris on ‘Forward (We’re Not Going Back!)’	New Radicals reunite for Kamala Harris on 'Forward (We're Not Going Back!), with a new 2024 campaign video featuring from Jeff Bridges, Barack Obama.		
2024-10-11T14:16:33Z	Univision Moderator Says Kamala Harris Did Not Use A Teleprompter At Town Hall, Pushing Back On Claims By Right Wing Figures	The moderator of Thursday night’s Univision town hall with Kamala Harris is pushing back on claims that she used a Teleprompter at the event. Figures such as Sean Hannity and Bill Ackman have advanced the claim, even though the Teleprompter text was written i…		
2024-10-25T16:37:28Z	Half of Voters Say Donald Trump Is a Fascist. Some Say Kamala Harris Is Too	"Half of Americans see former President Donald Trump as a fascist, according to a new ABC News/Ipsos poll, roughly twice as many who say the same of Vice President Kamala Harris.
Less than two weeks before Election Day, 44 percent of registered voters said Tru…"		
2024-10-29T17:20:18Z	Kamala Harris Campaign Buys Ad on Las Vegas Sphere as Nevada Polls Are Tied	Trump is currently up just 0.2% over Harris in 538's polling average for Nevada.		
2024-10-16T15:58:00Z	"Kamala Harris keeps focus on Black male voters during appearance on ""The Breakfast Club"""	"Vice President Kamala Harris made an appearance on ""The Breakfast Club"" radio show Tuesday where she continued to make her pitch to Black male voters. CBS News campaign reporter Nidia Cavazos has more."		
2024-10-21T21:54:23Z	Republican Liz Cheney Campaigns For Kamala Harris In Oakland, Michigan	The event, moderated by former California First Lady Maria Shriver, was focused on bridging political differences and defending democratic values.		
2024-10-31T16:19:23Z	Kamala Harris Calls Out Trump For His Last-Minute Sexist BS	"During a press event in Madison Wisconsin, Kamala Harris responded to Speaker Johnson announcing they would dismantle Obamacare if put in charge after Nov 5th, and also condemned Trump's horrific (yet utterly typical) words about women.

HARRIS: The former Pr…"		
2024-11-02T21:43:30Z	Kamala Harris Directs Medics to Person in Crowd at Rally	Kamala Harris says she's always looking out for her own ... putting her rally on pause to direct medics to someone who needs help -- and, saying that's what leadership's all about. The veep hosted a star-studded rally in Atlanta Saturday ... and,…		
2024-10-15T04:37:40Z	Kamala Harris brands Donald Trump a 'risk for America' over 'enemy within' comments	"Presidential candidate Kamala Harris has told supporters a second Donald Trump term would have ""brutally serious"" consequences after the former president made ominous comments about an ""enemy within""."		
2024-10-14T20:56:54Z	Doug Emhoff Says Trump Won’t Debate Kamala Harris Again Because “He Had His Ass Kicked” the First Time	Cue the all-caps screaming on Truth Social.		
2024-10-24T12:26:56Z	Ex-Obama aide explains why Kamala Harris is losing Gen Z men to Donald Trump	"Vice President Kamala Harris is an outspoken fan of Gen Zers. But she’s lagging behind in young male support—which could be a big problem, Dan Pfeiffer, who was a senior advisor to former President Barack Obama, has warned.
In a Tuesday appearance on CNN’s Th…"		
2024-10-25T15:18:45Z	Van Jones: Kamala Harris And Trump Are Not Taking The Same Exam To Be President	"CNN contributor Van Jones made a very astute and important observation while being part of a panel discussion on Kamala Harris's CNN Town Hall performance Wednesday night. 
This was a shout out to the viewers as well as the media, who have doing its part in n…"		
2024-11-03T14:35:00Z	Can Kamala Harris’ Cameo on ‘Saturday Night Live’ Swing an Election?	By Matt Solomon Published: November 03rd, 2024		
2024-10-19T19:03:41Z	Chris Wallace Triggers Guest After Kamala Harris Defense Leaves Him Unconvinced: ‘It’s Never Good Enough!’	"Chris Wallace briefly ignited some sparks on CNN's The Chris Wallace Show after a defense of Vice President Kamala Harris left him less than sold.
The post Chris Wallace Triggers Guest After Kamala Harris Defense Leaves Him Unconvinced: ‘It’s Never Good Enoug…"		
2024-10-28T16:37:32Z	Conservative: I'm voting for Kamala Harris even though 'it makes my skin crawl'	A lifelong conservative who loathes Vice President Kamala Harris's policy positions is nonetheless voting for her because he believes former President Donald Trump is a danger to the constitutional order.Conservative David Mastio has written a new column for …		
2024-10-23T13:01:06Z	Barack Obama Raps “Lose Yourself” After Introduction By Eminem At Kamala Harris Rally	The 2000s! What a decade! What a great time! One day, we’ll all tell our grandkids that we lived through the 2000s, and we will watch as respect just emanates from their eyeballs. We should make sure that the 2000s never, ever die. Anyway, Eminem introduced B…		
2024-10-16T18:38:40Z	Jimmy Carter, 100, Casts Ballot For Kamala Harris In 2024 Election	Jimmy Carter voted by mail today in the 2024 presidential election, fulfilling a goal as he remains in hospice care and passed his 100th birthday earlier this month. A spokesperson for the Carter Center confirmed that the former president cast his ballot, but…		
2024-10-22T17:27:00Z	Jamie Dimon as Treasury Secretary under Kamala Harris? The JPMorgan chief might just be into it	JPMorgan Chase (JPM) chief Jamie Dimon has publicly praised former President Donald Trump while being careful to stay neutral in this year’s presidential election. But he has privately expressed support for Vice President Kamala Harris’ campaign — and even an…		
2024-10-31T21:26:43Z	LeBron James Endorses Kamala Harris In 2024 Presidential Race: “Hate Takes Us Back”	NBA superstar LeBron James endorsed Kamala Harris for president, posting on Instagram that the “choice is clear” in the election. This afternoon, James posted a video of Donald Trump using extreme and violent rhetoric. The video also included a clip of comedi…		
2024-10-27T21:24:46Z	Bad Bunny Endorses Kamala Harris Shortly After Tony Hinchcliffe’s Racist Joke About Puerto Rico	"The comedian and Kill Tony host referred to Puerto Rico a ""floating island of garbage in the middle of the ocean""
Bad Bunny Endorses Kamala Harris Shortly After Tony Hinchcliffe’s Racist Joke About Puerto Rico
Scoop Harrison"		
2024-10-31T19:47:26Z	How Mormons Could Be Kamala Harris' Secret Weapon in Arizona	"Traditionally conservative members of the Church of Latter-day Saints in Arizona are being turned off from former President Donald Trump, in part because of his language around immigrants.
With around 400,000 Mormons in the battleground state — roughly 6 perc…"		
2024-10-29T15:00:43Z	Kamala Harris Gets First Endorsement From George W. Bush's Family	"Vice President Kamala Harris has received her first endorsement from one of the nation's most dynastic Republican families.
Barbara Pierce Bush, the daughter of former President George W. Bush and granddaughter of former President George H.W. Bush, spent the …"		
2024-10-27T02:30:44Z	Kamala Harris To Win The Popular Vote? A $4 Million Payday For One Trader Who Thinks Trump's Chances Are Only 15%	A pseudonymous Polymarket trader by the name of ‘Redegen’ has taken a sizeable position on Vice President Kamala Harris winning the popular vote in the...		
2024-10-31T15:29:27Z	Cardi B To Join Kamala Harris At Milwaukee Rally	Cardi B will make remarks at a Milwaukee rally with Kamala Harris on Friday, as the vice president’s campaign makes its final get-out-the-vote push ahead of Nov. 5. The event will feature performances by Gorilla, Flo Milli, MC Late, The Isley Brothers and DJ …		
2024-10-28T07:50:24Z	[Removed]	[Removed]		
2024-11-01T00:28:19Z	Conservatives Angry With Julia Roberts Ad Urging Women To Vote For Kamala Harris: 'Nauseating'	"An advertisement featuring Julia Roberts has sparked controversy. The ad encourages women to vote for Vice President Kamala Harris, irrespective of their husbands’ political inclinations.
What Happened: The ad, released by the non-profit organization Vote Com…"		
2024-10-12T17:04:26Z	San Francisco Chronicle Launches Kamala Harris AI Bot	The San Francisco Chronicle launched an AI-powered “Kamala Harris News Assistant.”The tool compiles 29 years of Chronicle reporting via an AI-powered chat interface to address readers’ queries about the Democratic presidential candidate.		
2024-10-20T08:16:53Z	Lizzo at Harris Rally: 'If Kamala Wins, the Whole Country Will Be Like Detroit'	Lizzo was deployed to Detroit, Michigan, this weekend in an attempt to gin up support for Vice President Kamala Harris’s presidential campaign. The sexual harassment and fat-shaming lawsuit-embroiled pop star took the stage and said if Harris won the election…		
2024-10-15T18:18:14Z	Kamala Harris Doesn’t Care About You, Only Herself, Senator Says	"Over the past nearly four years, Vice President Kamala Harris and the Biden administration have created more crises than I can count. Because it’s an... Read More
The post Kamala Harris Doesn’t Care About You, Only Herself, Senator Says appeared first on The …"		
2024-10-15T12:00:00Z	Fox News’ Bret Baier to Interview Vice President Kamala Harris	Fox News announced Monday that Vice President Kamala Harris would sit down for an interview with its chief political anchor, Bret Baier, Wednesday, Oct. 16, at 6 p.m. ET. (TVNewser) It will be her first sit-down with the network and her first interview with a…		
2024-10-30T13:27:30Z	Why has Kamala Harris downplayed her gender and race in US election campaig	Experts say that Harris has avoided highlighting 'identity politics', as election rivals paint her as a 'DEI hire'.		
2024-10-15T22:58:02Z	Kamala Harris Tears Into Donald Trump & Tries To Combat Misinformation During Charlamagne’s Town Hall; Audio Event Simulcasts On CNN And MSNBC	Kamala Harris sat down with radio host Charlamagne tha God for a wide-ranging town hall aimed in particular at reaching Black male voters, amid some polls that suggest Donald Trump has made inroads with what has traditionally been a solid part of the Democrat…		
2024-10-15T10:00:16Z	[Removed]	[Removed]		
2024-10-15T15:35:05Z	Kamala Harris wants to expand student-loan forgiveness for 10,000 doctors and nurses who agree to work in rural areas	Vice President Kamala Harris is proposing an expansion of student-loan forgiveness programs to recruit healthcare workers to rural areas in the US.		
2024-10-15T13:39:08Z	Here’s Why Trump Is So Much Better For The Economy Than Kamala Harris	When it comes to igniting a vibrant economy, there's no contest. Trump beats Biden and Harris in a landslide. A lively new book spells out why.		
2024-10-17T04:00:00Z	The Kamala Harris (So-Called) Plan	Kamala Harris runs commercials that identify her plans for the economy.  The United States has experienced high inflation caused by the government printing press during the Biden-Harris years.  Her solutions include a mix of scape...		
2024-10-22T23:30:00Z	We Didn’t Vote for Kamala Harris Back in 2024, and Now We’re Stuck in This MAGA Work Camp on Mount Rushmore	Sometime in the future, three prisoners from the Keystone MAGA Work Camp carve President Trump’s likeness into Mount Rushmore. PROTEST VOTER: You know what I thought when I woke up this morning, facing yet another day of carving President Trump’s head into Mo…		
2024-10-20T22:42:30Z	Sharpton Asks Kamala Harris About Trump ‘Street Talk’ Using ‘S-Word’ About Her: ‘We As a Nation’ Should Be ‘Role Model’ For ‘Decorum’	"Kamala Harris responded to Donald Trump calling her a ""shit vice president"" by claiming his insults ""demeans the office.""
The post Sharpton Asks Kamala Harris About Trump ‘Street Talk’ Using ‘S-Word’ About Her: ‘We As a Nation’ Should Be ‘Role Model’ For ‘Dec…"		
2024-10-23T00:48:39Z	Eminem Tells Rally Kamala Harris Will Protect Freedom Of Speech: “People Shouldn’t Be Afraid To Express Their Opinion”	Eminem made brief remarks at a Kamala Harris rally in Detroit this evening, as he talked of fears that people have of retribution for expressing their opinion and his belief that she would protect freedom of speech. On stage to introduce former President Bara…		
2024-10-29T11:20:07Z	Joe Rogan Still Negotiating Possible Interview With Kamala Harris	"Joe Rogan may interview Kamala Harris after all ... but he'll only do it on his terms. The popular podcaster took to ""X' on Tuesday to give an update on his negotiations for a possible face-to-face with the Democratic presidential nominee. Joe…"		
2024-10-19T03:27:32Z	Bill Maher Slams Bret Baier Over Kamala Harris Interview	The comedian took exception with the Fox News host, implying Baier wasn't fair in his talk with the vice president.		
2024-10-23T00:48:22Z	Eminem Makes Surprise Cameo at Kamala Harris Campaign Rally in Detroit	"Eminem is making sure the real Barack Obama stands up.
After all, the ""Lose Yourself"" rapper made an unexpected appearance to introduce the former president at the Oct. 22 rally for Democratic..."		
2024-10-28T20:15:42Z	Why Did Trump’s MSG Rally Call Kamala Harris the Antichrist?	David Rem, a self-described childhood friend of Donald Trump, called Kamala Harris the Antichrist at the Madison Square Garden rally. There is a deeper meaning behind the term.		
2024-10-31T13:56:33Z	The National, Remi Wolf, and More Perform at Kamala Harris Rally: Watch	Gracie Abrams also endorsed the Democratic presidential candidate amid a break from her opening slots on Taylor Swift’s Eras Tour		
2024-10-28T21:31:13Z	Donald Trump, Kamala Harris, and the Future of Fintech	Which presidential candidate will be better for fintech over the next four years? Of all the issues roiling the presidential campaign in 2024, it is safe to say that the future of fintech is not among the top two or three. Nevertheless, it is also safe to say…		
2024-10-26T03:56:34Z	Beyoncé Officially Endorses Kamala Harris: 'It's Time For America to Sing a New Song'	Beyoncé shares a moment with Vice President Kamala Harris on stage at a campaign rally held at Shell Energy Stadium on Friday night (October 25) in Houston, Tex. The 43-year-old “Freedom” singer returned to her hometown to speak at the rally, marking her offi…		
2024-10-26T02:34:48Z	Beyoncé Delivers Upbeat Message In First Campaign Appearance With Kamala Harris: “It’s Time For America To Sing A New Song”	Beyoncé delivered an upbeat message as she made her first campaign appearance with Kamala Harris, who has adopted her song Freedom as an anthem for her presidential bid. The music superstar called Harris “a woman who has been pushing for what this country rea…		
2024-10-27T16:47:43Z	Cheney: Many Republicans Will Secretly Vote for Kamala Harris	"Former Rep. Liz Cheney (R-WY) claimed Sunday on CBS's ""Face the Nation"" that many Republicans will vote for Vice President Kamala Harris and never tell anyone.
The post Cheney: Many Republicans Will Secretly Vote for Kamala Harris appeared first on Breitbart."		
2024-10-26T22:32:44Z	Michelle Obama Blasts Donald Trump's 'Gross Incompetence' at Kamala Harris Rally	Michelle Obama says Donald Trump's not competent enough to be president ... blasting the former prez for the mistakes she feels he made in his first term -- and, saying he straight-up tried to steal the job. The former First Lady of the United…		
2024-11-02T17:13:58Z	WATCH: Cardi B Fumbles on Kamala Harris Rally Stage While Teleprompter Malfunctions	"Rapper Cardi B suffered through an awkward minute-and-a-half on stage at Vice President Kamala Harris's rally in Wisconsin Friday due to a malfunctioning teleprompter.
The post WATCH: Cardi B Fumbles on Kamala Harris Rally Stage While Teleprompter Malfunction…"		
2024-10-11T04:00:00Z	Is the Biden Campaign Deliberately Sabotaging Kamala Harris and the DNC?	When Barack Obama, Chuck Schumer, and Nancy Pelosi had fully brandished the political knives in July to force Joe Biden out of the presidential race, it was undoubtedly their plan to anoint a successor by way of negotiation among the Democrat establi...		
2024-10-31T19:20:18Z	Here Are The Billionaires Donating To Kamala Harris' Super PAC | Forbes Topline	After emphasizing bipartisanship and staying away from big political donations for decades, Bill Gates recently donated about $50 million to the nonprofit arm of a super PAC supporting Kamala Harris, the New York Times reported on Tuesday. He?s far from the o…		
